,User,Project,Task_Category,Task_Description,Date,Duration,Time_Decimal,Cost_per_hour,Position,Task_Cost
54,UI36,WeVape,Development,support on server downtime issue,2017-09-07,00:30:00,0.5,24.999436897304147,Senior Full-Stack Developer,12.5
55,UI13,Revenify,Development,Working on transunion endpoint and populating db with sample users,2017-09-08,00:57:11,0.9530555555555555,20.580709756368893,Senior Back End Developer,19.61
56,UI13,Revenify,Development,Standup meeting and working on transunion connection,2017-09-08,03:17:10,3.286111111111111,20.580709756368893,Senior Back End Developer,67.63
57,UI36,WWU,Development,Add total column to all table and graphs,2017-09-08,01:19:06,1.3183333333333334,24.999436897304147,Senior Full-Stack Developer,32.96
58,UI36,WWU,Development,Add total column to all table and graphs,2017-09-08,01:19:19,1.3219444444444444,24.999436897304147,Senior Full-Stack Developer,33.05
59,UI36,WWU,Development,Add total column to all table and graphs,2017-09-08,00:29:38,0.4938888888888889,24.999436897304147,Senior Full-Stack Developer,12.35
60,UI36,WWU,Development,Weekly standup,2017-09-08,00:34:41,0.5780555555555555,24.999436897304147,Senior Full-Stack Developer,14.45
61,UI38,Credious,Development,Weekly Standup,2017-09-08,00:27:29,0.45805555555555555,25.0,Project Manager / Tech Lead,11.45
62,UI36,WWU,Development,Change the Table format to look like as in screenshot,2017-09-08,02:34:17,2.5713888888888885,24.999436897304147,Senior Full-Stack Developer,64.28
63,UI36,WWU,Development,Change the graph design to look like as in the screenshots,2017-09-09,01:07:37,1.1269444444444445,24.999436897304147,Senior Full-Stack Developer,28.17
64,UI36,WWU,Development,Add total column to all table and graphs,2017-09-10,03:09:00,3.15,24.999436897304147,Senior Full-Stack Developer,78.75
65,UI38,WeVape,Development,Products that do not have a farm cannot be searched,2017-09-10,01:07:56,1.1322222222222222,25.0,Project Manager / Tech Lead,28.31
66,UI13,Revenify,Development,Adding tests around transunion logic,2017-09-11,01:46:21,1.7725,20.580709756368893,Senior Back End Developer,36.48
67,UI13,Revenify,Development,Standup meeting,2017-09-11,00:17:20,0.28888888888888886,20.580709756368893,Senior Back End Developer,5.95
68,UI13,Revenify,Development,Meeting with TransUnion support,2017-09-11,00:54:27,0.9075,20.580709756368893,Senior Back End Developer,18.68
69,UI13,Revenify,Development,Meeting with the backend team for next steps regardindg TU,2017-09-11,00:20:08,0.33555555555555555,20.580709756368893,Senior Back End Developer,6.91
70,UI13,Revenify,Development,Working on TransUnion tests,2017-09-11,01:00:47,1.0130555555555556,20.580709756368893,Senior Back End Developer,20.85
71,UI13,Revenify,Development,Working on TransUnion tests,2017-09-11,01:57:37,1.9602777777777778,20.580709756368893,Senior Back End Developer,40.34
72,UI36,WWU,Development,Add total column to all table and graphs,2017-09-11,01:12:39,1.2108333333333332,24.999436897304147,Senior Full-Stack Developer,30.27
73,UI38,WeVape,Development,Code Deployment,2017-09-11,00:21:57,0.3658333333333333,25.0,Project Manager / Tech Lead,9.15
74,UI38,Credious,Development,Working with the FE team on integration of Includes in API's,2017-09-11,01:00:25,1.0069444444444444,25.0,Project Manager / Tech Lead,25.17
75,UI36,WWU,Development,Change the graph design to look like as in the screenshots,2017-09-11,01:26:10,1.4361111111111111,24.999436897304147,Senior Full-Stack Developer,35.9
76,UI38,Credious,Development,Weekly Standup,2017-09-11,00:18:20,0.3055555555555555,25.0,Project Manager / Tech Lead,7.64
77,UI38,Credious,Development,Standup with Transunion,2017-09-11,00:57:23,0.9563888888888888,25.0,Project Manager / Tech Lead,23.91
78,UI13,Revenify,Development,Meeting with XXX and Working on TransUnion integration,2017-09-12,05:19:41,5.328055555555555,20.580709756368893,Senior Back End Developer,109.66
79,UI38,WWU,Development,Code Review,2017-09-12,00:40:13,0.6702777777777778,25.0,Project Manager / Tech Lead,16.76
80,UI36,WWU,Development,Change the graph design to look like as in the screenshots,2017-09-12,01:50:16,1.837777777777778,24.999436897304147,Senior Full-Stack Developer,45.94
81,UI13,Revenify,Development,Working on TransUnion integration,2017-09-12,04:24:55,4.415277777777778,20.580709756368893,Senior Back End Developer,90.87
82,UI36,WWU,Development,When generating a report we would like to have an option to choose which measures should appear on the report,2017-09-12,01:56:00,1.9333333333333333,24.999436897304147,Senior Full-Stack Developer,48.33
83,UI38,WWU,Development,Weekly Standup,2017-09-12,00:07:00,0.11666666666666667,25.0,Project Manager / Tech Lead,2.92
84,UI36,WWU,Development,Weekly standup,2017-09-12,00:08:58,0.14944444444444444,24.999436897304147,Senior Full-Stack Developer,3.74
85,UI38,Credious,Development,transunion feature design,2017-09-12,00:30:59,0.5163888888888889,25.0,Project Manager / Tech Lead,12.91
86,UI36,WWU,Development,When generating a report we would like to have an option to choose which measures should appear on the report,2017-09-12,01:37:41,1.6280555555555556,24.999436897304147,Senior Full-Stack Developer,40.7
87,UI13,Revenify,Development,Working on TransUnion test integration,2017-09-13,00:46:36,0.7766666666666667,20.580709756368893,Senior Back End Developer,15.98
88,UI36,WWU,Development,When generating a report we would like to have an option to choose which measures should appear on the report,2017-09-13,01:34:00,1.5666666666666667,24.999436897304147,Senior Full-Stack Developer,39.17
89,UI38,WWU,Development,Code Review,2017-09-13,00:30:29,0.5080555555555556,25.0,Project Manager / Tech Lead,12.7
90,UI13,Revenify,Development,"Raising PR for Transunion integration, feedback and Standup meeting",2017-09-13,01:03:53,1.0647222222222223,20.580709756368893,Senior Back End Developer,21.91
91,UI13,Revenify,Development,A user should receive friendly errors from Plaid,2017-09-13,02:52:53,2.881388888888889,20.580709756368893,Senior Back End Developer,59.3
92,UI13,Revenify,Development,Friendly errors from plaid and TransUnion,2017-09-13,03:22:53,3.381388888888889,20.580709756368893,Senior Back End Developer,69.59
93,UI36,WWU,DevOps,deployment using EB,2017-09-13,01:21:56,1.3655555555555556,24.999436897304147,Senior Full-Stack Developer,34.14
94,UI36,WWU,DevOps,deployment using EB,2017-09-13,00:54:24,0.9066666666666667,24.999436897304147,Senior Full-Stack Developer,22.67
95,UI36,WWU,DevOps,deployment using EB,2017-09-13,01:29:22,1.4894444444444446,24.999436897304147,Senior Full-Stack Developer,37.24
96,UI38,WeVape,Development,Change the product list in the Admin panel,2017-09-13,01:30:03,1.5008333333333332,25.0,Project Manager / Tech Lead,37.52
97,UI38,Credious,Development,Weekly Standup,2017-09-13,00:13:20,0.22222222222222224,25.0,Project Manager / Tech Lead,5.56
98,UI36,WWU,DevOps,deployment using EB,2017-09-13,03:40:45,3.6791666666666667,24.999436897304147,Senior Full-Stack Developer,91.98
99,UI13,Revenify,Development,"Adding TransUnion users with invalid data, testing different scenarios",2017-09-14,02:44:24,2.74,20.580709756368893,Senior Back End Developer,56.39
100,UI13,Revenify,Development,Handling timeouts for external services,2017-09-14,04:03:35,4.059722222222222,20.580709756368893,Senior Back End Developer,83.55
101,UI36,WeVape,Development,The app crashes for guest user logout when running multiple tabs,2017-09-14,02:02:33,2.0425,24.999436897304147,Senior Full-Stack Developer,51.06
102,UI36,WeVape,Development,Sliders should easier to click,2017-09-14,01:13:44,1.228888888888889,24.999436897304147,Senior Full-Stack Developer,30.72
103,UI13,Revenify,Development,Handling timeouts for external services,2017-09-14,00:58:34,0.9761111111111112,20.580709756368893,Senior Back End Developer,20.09
104,UI36,WWU,DevOps,Devops discussion,2017-09-14,00:42:00,0.7,24.999436897304147,Senior Full-Stack Developer,17.5
105,UI13,Revenify,Development,Encrypt sensitive information in the database,2017-09-14,02:49:18,2.8216666666666663,20.580709756368893,Senior Back End Developer,58.07
106,UI36,WWU,DevOps,deployment using EB,2017-09-14,00:44:37,0.7436111111111111,24.999436897304147,Senior Full-Stack Developer,18.59
107,UI38,WeVape,Development,hide sku and show package designation,2017-09-14,01:56:20,1.9388888888888889,25.0,Project Manager / Tech Lead,48.47
108,UI36,WWU,DevOps,deployment using EB,2017-09-14,00:11:57,0.19916666666666666,24.999436897304147,Senior Full-Stack Developer,4.98
109,UI38,Credious,Development,Feature Design,2017-09-14,00:25:01,0.41694444444444445,25.0,Project Manager / Tech Lead,10.42
110,UI38,Credious,Development,Code Review,2017-09-14,00:45:48,0.7633333333333333,25.0,Project Manager / Tech Lead,19.08
111,UI38,WeVape,Development,change color of cart icon when items in cart > 0,2017-09-15,01:01:43,1.0286111111111111,25.0,Project Manager / Tech Lead,25.72
112,UI36,WWU,Development,sidekiq excel file upload bugfix,2017-09-15,00:21:00,0.35,24.999436897304147,Senior Full-Stack Developer,8.75
113,UI13,Revenify,Development,Encrypt sensitive information in the database and standup meeting,2017-09-15,01:09:57,1.1658333333333333,20.580709756368893,Senior Back End Developer,23.99
114,UI13,Revenify,Development,Improve encryption of sensitive information in the database,2017-09-15,05:22:32,5.375555555555555,20.580709756368893,Senior Back End Developer,110.63
115,UI38,WeVape,Development,Visual Representation for Products,2017-09-15,02:30:00,2.5,25.0,Project Manager / Tech Lead,62.5
116,UI36,WWU,DevOps,deployment using EB,2017-09-15,01:27:49,1.463611111111111,24.999436897304147,Senior Full-Stack Developer,36.59
117,UI36,WWU,DevOps,deployment using EB,2017-09-15,01:54:44,1.912222222222222,24.999436897304147,Senior Full-Stack Developer,47.8
118,UI13,Revenify,Development,Test and improve encryption of sensitive information in the database,2017-09-15,02:35:58,2.5994444444444444,20.580709756368893,Senior Back End Developer,53.5
119,UI38,WWU,Development,Weekly Standup,2017-09-15,00:10:34,0.1761111111111111,25.0,Project Manager / Tech Lead,4.4
120,UI36,WWU,Development,Weekly standup,2017-09-15,00:10:00,0.16666666666666666,24.999436897304147,Senior Full-Stack Developer,4.17
121,UI38,Credious,Development,Weekly Standup,2017-09-15,00:14:44,0.24555555555555555,25.0,Project Manager / Tech Lead,6.14
122,UI36,WWU,Development,excel task discussion,2017-09-15,00:56:00,0.9333333333333333,24.999436897304147,Senior Full-Stack Developer,23.33
123,UI36,WWU,DevOps,deployment using EB redis and sidekiq setup,2017-09-15,01:19:57,1.3325,24.999436897304147,Senior Full-Stack Developer,33.31
124,UI36,WWU,Development,sidekiq excel file upload bugfix,2017-09-15,00:49:17,0.8213888888888888,24.999436897304147,Senior Full-Stack Developer,20.53
125,UI38,WeVape,Development,farm not showing up below a product ,2017-09-16,00:30:00,0.5,25.0,Project Manager / Tech Lead,12.5
126,UI36,WWU,DevOps,deployment using EB,2017-09-17,01:28:26,1.473888888888889,24.999436897304147,Senior Full-Stack Developer,36.85
127,UI38,WeVape,Development,Open XXXginal/bigger size image for lightbox pop up.,2017-09-17,01:30:00,1.5,25.0,Project Manager / Tech Lead,37.5
128,UI38,WeVape,Development,Increase the size of the close button in the Lightbox. Close the pop up on clicking of light grey area,2017-09-17,01:00:01,1.0002777777777778,25.0,Project Manager / Tech Lead,25.01
129,UI38,WeVape,Development,Review Page crashing,2017-09-17,01:07:43,1.1286111111111112,25.0,Project Manager / Tech Lead,28.22
130,UI36,WWU,DevOps,sidekiq issue,2017-09-17,00:44:27,0.7408333333333332,24.999436897304147,Senior Full-Stack Developer,18.52
131,UI36,WWU,DevOps,"server upgrade, sidekiq memory issue fix",2017-09-17,02:16:32,2.2755555555555556,24.999436897304147,Senior Full-Stack Developer,56.89
132,UI38,WeVape,Development,User should move to order summary page immediately upon clicking checkout button,2017-09-17,02:29:39,2.4941666666666666,25.0,Project Manager / Tech Lead,62.35
133,UI38,WWU,Development,Code Review ,2017-09-17,00:33:00,0.55,25.0,Project Manager / Tech Lead,13.75
134,UI38,WeVape,Development,New Session button to the right of the Rapid Reorder,2017-09-18,01:57:31,1.958611111111111,25.0,Project Manager / Tech Lead,48.97
135,UI13,Revenify,Development,Call with XXX to go over PRs,2017-09-18,00:56:08,0.9355555555555556,20.580709756368893,Senior Back End Developer,19.25
136,UI13,Revenify,Development,Resolving PR conflicts and Standup meeting,2017-09-18,03:53:36,3.893333333333333,20.580709756368893,Senior Back End Developer,80.13
137,UI13,Revenify,Development,A user should receive friendly errors from TransUnion,2017-09-18,02:23:26,2.3905555555555553,20.580709756368893,Senior Back End Developer,49.2
138,UI36,WWU,Development,Line plot graph is not generating,2017-09-18,00:54:00,0.9,24.999436897304147,Senior Full-Stack Developer,22.5
139,UI13,Revenify,Development,Checking reordering code,2017-09-18,01:14:23,1.2397222222222224,20.580709756368893,Senior Back End Developer,25.51
140,UI38,Credious,Development,Code Review,2017-09-18,02:33:19,2.5552777777777775,25.0,Project Manager / Tech Lead,63.88
141,UI36,WWU,Development,Change the table design to look like as in the screenshots,2017-09-18,02:10:00,2.1666666666666665,24.999436897304147,Senior Full-Stack Developer,54.17
142,UI38,Credious,Development,Weekly Standup,2017-09-18,00:31:22,0.5227777777777778,25.0,Project Manager / Tech Lead,13.07
143,UI36,WWU,Development,Change the table design to look like as in the screenshots,2017-09-18,02:38:31,2.6419444444444444,24.999436897304147,Senior Full-Stack Developer,66.05
144,UI38,Credious,Development,Code Review,2017-09-18,00:42:37,0.7102777777777778,25.0,Project Manager / Tech Lead,17.76
145,UI36,WWU,Development,Line plot graph is not generating,2017-09-19,01:19:04,1.3177777777777777,24.999436897304147,Senior Full-Stack Developer,32.94
146,UI13,Revenify,Development,Reorder on updating a section / element or destroying a section / element,2017-09-19,04:42:13,4.703611111111111,20.580709756368893,Senior Back End Developer,96.8
147,UI38,Credious,Development,Code Review,2017-09-19,00:14:13,0.23694444444444446,25.0,Project Manager / Tech Lead,5.92
148,UI13,Revenify,Development,"On create action for Landing Pages, update the name of the landing page as sent in body in the API.",2017-09-19,05:38:10,5.636111111111111,20.580709756368893,Senior Back End Developer,116.0
149,UI36,WWU,Development,Line plot graph is not generating,2017-09-19,01:35:00,1.5833333333333335,24.999436897304147,Senior Full-Stack Developer,39.58
150,UI38,WWU,Development,Weekly Standup,2017-09-19,00:11:46,0.1961111111111111,25.0,Project Manager / Tech Lead,4.9
151,UI13,Revenify,Development,Reorder on updating a section / element or destroying a section / element,2017-09-19,01:51:40,1.8611111111111112,20.580709756368893,Senior Back End Developer,38.3
152,UI38,Credious,Development,Code Review,2017-09-20,00:18:08,0.3022222222222222,25.0,Project Manager / Tech Lead,7.56
153,UI36,WWU,Development,Line plot graph is not generating,2017-09-20,03:08:00,3.1333333333333333,24.999436897304147,Senior Full-Stack Developer,78.33
154,UI13,Revenify,Development,"Fixing: Reorder on updating/destroying a section, adding tests scenarios",2017-09-20,03:07:04,3.117777777777778,20.580709756368893,Senior Back End Developer,64.17
155,UI36,WWU,Development,Total percentage symbol is not displaying in the graph,2017-09-20,01:59:00,1.9833333333333334,24.999436897304147,Senior Full-Stack Developer,49.58
156,UI36,WeVape,Development,Weekly standup,2017-09-20,00:14:00,0.23333333333333334,24.999436897304147,Senior Full-Stack Developer,5.83
157,UI38,WeVape,Development,Weekly Standup,2017-09-20,00:12:31,0.20861111111111114,25.0,Project Manager / Tech Lead,5.22
158,UI13,Revenify,Development,Improving tests around the reordering logic and handling validations when the order is invalid,2017-09-20,02:52:36,2.8766666666666665,20.580709756368893,Senior Back End Developer,59.2
159,UI13,Revenify,Development,Preparing today's lesson,2017-09-21,01:44:11,1.736388888888889,20.580709756368893,Senior Back End Developer,35.74
160,UI13,Revenify,Development,Preparing today's lesson,2017-09-21,01:12:33,1.2091666666666667,20.580709756368893,Senior Back End Developer,24.89
161,UI13,Revenify,Development,Lesson meeting,2017-09-21,00:58:24,0.9733333333333334,20.580709756368893,Senior Back End Developer,20.03
162,UI13,Revenify,Development,"Fixing issue with Leads request from postman, understanding leads creation",2017-09-21,01:32:26,1.5405555555555555,20.580709756368893,Senior Back End Developer,31.71
163,UI36,WWU,Development,Total percentage is not calculating properly,2017-09-21,00:55:00,0.9166666666666666,24.999436897304147,Senior Full-Stack Developer,22.92
164,UI13,Revenify,Development,"Meeting with XXX, going over Reoder PR",2017-09-21,00:40:32,0.6755555555555555,20.580709756368893,Senior Back End Developer,13.9
165,UI13,Revenify,Development,Feedback on reorder logic,2017-09-21,00:50:27,0.8408333333333333,20.580709756368893,Senior Back End Developer,17.3
166,UI36,WeVape,Development,Make fonts and icons in the menu 25% larger,2017-09-21,00:29:00,0.48333333333333334,24.999436897304147,Senior Full-Stack Developer,12.08
167,UI38,WeVape,Development,Code deployment,2017-09-21,02:43:35,2.726388888888889,25.0,Project Manager / Tech Lead,68.16
168,UI36,WeVape,Development,Much larger font on login page,2017-09-21,00:31:32,0.5255555555555556,24.999436897304147,Senior Full-Stack Developer,13.14
169,UI36,WeVape,Development,Larger font on search pages,2017-09-21,01:01:19,1.0219444444444443,24.999436897304147,Senior Full-Stack Developer,25.55
170,UI13,Revenify,Development,Preparing leads creation for TransUnion Users,2017-09-21,00:57:39,0.9608333333333333,20.580709756368893,Senior Back End Developer,19.77
171,UI38,WWU,Development,Huji Demo,2017-09-21,02:03:00,2.05,25.0,Project Manager / Tech Lead,51.25
172,UI36,Revenify,Development,Rspec discussion,2017-09-21,00:45:00,0.75,24.999436897304147,Senior Full-Stack Developer,18.75
173,UI38,WWU,Development,Huji Demo,2017-09-21,01:51:05,1.851388888888889,25.0,Project Manager / Tech Lead,46.28
174,UI36,WWU,Development,Total percentage is not calculating properly,2017-09-21,01:06:00,1.1,24.999436897304147,Senior Full-Stack Developer,27.5
175,UI38,Credious,Development,Code Review,2017-09-21,00:46:10,0.7694444444444445,25.0,Project Manager / Tech Lead,19.24
176,UI13,Revenify,Development,"TransUnion demo postman requests, Standup Meeting, creating new debts endpoint, looking at an odd issue with the sections reordering",2017-09-22,04:41:56,4.698888888888889,20.580709756368893,Senior Back End Developer,96.71
177,UI36,WWU,Development,Give the option for different color for chart elements & tables,2017-09-22,04:04:06,4.068333333333333,24.999436897304147,Senior Full-Stack Developer,101.71
178,UI36,WWU,DevOps,deployment and redis fix,2017-09-22,00:47:56,0.7988888888888889,24.999436897304147,Senior Full-Stack Developer,19.97
179,UI38,WeVape,Development,Weekly Standup,2017-09-22,00:27:36,0.46,25.0,Project Manager / Tech Lead,11.5
180,UI36,WWU,Development,Weekly standup,2017-09-22,00:34:15,0.5708333333333333,24.999436897304147,Senior Full-Stack Developer,14.27
181,UI38,Credious,Development,Weekly Standup,2017-09-22,00:19:46,0.32944444444444443,25.0,Project Manager / Tech Lead,8.24
182,UI36,WWU,Development,Html Report utf - 8 issue with s3,2017-09-23,01:05:07,1.0852777777777778,24.999436897304147,Senior Full-Stack Developer,27.13
183,UI36,WWU,Development,age gender crash fix and deployment,2017-09-24,01:16:08,1.2688888888888887,24.999436897304147,Senior Full-Stack Developer,31.72
184,UI38,WWU,Development,Huji Demo,2017-09-24,02:28:36,2.4766666666666666,25.0,Project Manager / Tech Lead,61.92
185,UI38,Credious,Development,Study authentication with SalseForce API,2017-09-24,02:52:16,2.871111111111111,25.0,Project Manager / Tech Lead,71.78
186,UI38,Credious,Development,Section Images Hot fix,2017-09-24,00:40:09,0.6691666666666666,25.0,Project Manager / Tech Lead,16.73
187,UI13,Revenify,Development,TransUnion demo setting requests and stand up meeting,2017-09-25,01:26:19,1.438611111111111,20.580709756368893,Senior Back End Developer,29.61
188,UI13,Revenify,Development,Meeting with XXX to go over reordering weird behaviour and working on the following task: An admin user should see the date of creation of each landing page,2017-09-25,01:54:06,1.9016666666666666,20.580709756368893,Senior Back End Developer,39.14
189,UI13,Revenify,Development,Plaid tokens should be sent to this end point: POST .../plaid,2017-09-25,01:35:45,1.5958333333333334,20.580709756368893,Senior Back End Developer,32.84
190,UI13,Revenify,Development,Prepare demonstration of Transunion,2017-09-25,03:14:27,3.2408333333333332,20.580709756368893,Senior Back End Developer,66.7
191,UI38,Credious,Development,Weekly Standup,2017-09-25,00:28:45,0.4791666666666667,25.0,Project Manager / Tech Lead,11.98
192,UI38,Credious,Development,Code Review,2017-09-25,01:10:20,1.1722222222222223,25.0,Project Manager / Tech Lead,29.31
193,UI13,Revenify,Development,A user should only see budget data 90 days back,2017-09-26,03:51:10,3.852777777777778,20.580709756368893,Senior Back End Developer,79.29
194,UI38,Credious,Development,Code Review,2017-09-26,00:24:33,0.4091666666666667,25.0,Project Manager / Tech Lead,10.23
